bairro_group,bairro,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
Brooklyn,Bedford-Stuyvesant,Private room,47.0,2.0,27.0,2.05,1.0,272.0
Manhattan,Harlem,Private room,45.0,1.0,60.0,3.85,2.0,195.0
Brooklyn,Bay Ridge,Private room,90.0,3.0,34.0,2.24,1.0,231.0
Manhattan,Upper West Side,Private room,80.0,2.0,22.0,1.44,1.0,168.0
Manhattan,Nolita,Entire home/apt,169.0,2.0,69.0,4.36,1.0,237.0
Brooklyn,Bushwick,Entire home/apt,69.0,3.0,64.0,4.06,2.0,219.0
Manhattan,Lower East Side,Entire home/apt,140.0,2.0,23.0,1.51,1.0,168.0
Queens,Flushing,Private room,50.0,1.0,62.0,3.9,3.0,172.0
Brooklyn,Gowanus,Entire home/apt,195.0,2.0,60.0,3.87,1.0,258.0
Brooklyn,Bedford-Stuyvesant,Private room,40.0,2.0,41.0,2.59,3.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,3.0,48.0,3.08,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,75.0,1.0,38.0,2.61,1.0,168.0
Manhattan,Midtown,Entire home/apt,169.0,3.0,34.0,2.26,2.0,168.0
Queens,South Ozone Park,Private room,60.0,1.0,72.0,4.64,3.0,175.0
Manhattan,Midtown,Entire home/apt,169.0,3.0,34.0,2.27,2.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,200.0,4.0,47.0,3.31,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,3.0,80.0,5.41,1.0,269.0
Brooklyn,Flatbush,Private room,50.0,2.0,51.0,3.29,2.0,176.0
Brooklyn,Flatbush,Entire home/apt,175.0,3.0,52.0,3.58,3.0,222.0
Queens,South Ozone Park,Private room,75.0,1.0,124.0,3.5,3.0,160.0
Manhattan,Upper East Side,Entire home/apt,148.0,1.0,55.0,3.59,1.0,123.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,50.0,1.0,21.0,1.75,2.0,168.0
Manhattan,Upper East Side,Private room,159.0,1.0,67.0,4.29,2.0,168.0
Manhattan,Upper East Side,Private room,80.0,1.0,23.0,1.46,2.0,168.0
Manhattan,East Harlem,Private room,70.0,2.0,73.0,4.69,1.0,260.0
Manhattan,Upper East Side,Entire home/apt,120.0,3.0,20.0,1.33,1.0,157.0
Queens,Elmhurst,Private room,40.0,1.0,24.0,1.68,1.0,168.0
Queens,Rockaway Beach,Entire home/apt,169.0,1.0,61.0,4.49,2.0,129.0
Queens,Elmhurst,Entire home/apt,188.0,2.0,35.0,2.26,2.0,140.0
Queens,Jamaica,Private room,60.0,1.0,138.0,3.5,2.0,177.0
Manhattan,Upper West Side,Private room,95.0,6.0,22.0,1.47,1.0,168.0
Brooklyn,Williamsburg,Private room,75.0,2.0,43.0,3.04,2.0,168.0
Queens,Ditmars Steinway,Entire home/apt,100.0,3.0,24.0,1.99,1.0,260.0
Queens,Flushing,Private room,60.0,1.0,38.0,2.68,2.0,168.0
Brooklyn,Williamsburg,Private room,70.0,3.0,26.0,2.15,1.0,168.0
Brooklyn,Boerum Hill,Private room,50.0,2.0,31.0,2.04,1.0,168.0
Manhattan,Hell's Kitchen,Private room,110.0,1.0,67.0,4.51,2.0,168.0
Manhattan,Chelsea,Private room,89.0,3.0,30.0,2.73,1.0,105.0
Manhattan,Little Italy,Entire home/apt,169.0,3.0,38.0,2.59,1.0,199.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,96.0,1.0,50.0,4.37,2.0,257.0
Manhattan,Kips Bay,Entire home/apt,169.0,1.0,69.0,4.45,2.0,133.0
Manhattan,Kips Bay,Entire home/apt,169.0,3.0,54.0,3.48,2.0,227.0
Manhattan,Kips Bay,Entire home/apt,169.0,3.0,69.0,4.45,2.0,234.0
Bronx,Concourse,Entire home/apt,95.0,2.0,37.0,2.89,1.0,193.0
Brooklyn,Bedford-Stuyvesant,Private room,55.0,4.0,25.0,1.67,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,49.0,3.0,41.0,2.67,2.0,168.0
Manhattan,Upper East Side,Private room,100.0,3.0,64.0,4.19,2.0,275.0
Manhattan,Upper West Side,Entire home/apt,140.0,2.0,34.0,2.27,1.0,168.0
Brooklyn,Williamsburg,Entire home/apt,200.0,2.0,43.0,2.8,1.0,102.0
Manhattan,Midtown,Entire home/apt,160.0,3.0,48.0,3.35,1.0,203.0
Queens,Jackson Heights,Entire home/apt,135.0,2.0,46.0,3.08,2.0,141.0
Manhattan,Midtown,Entire home/apt,169.0,3.0,28.0,1.93,2.0,168.0
Brooklyn,Fort Greene,Private room,90.0,1.0,24.0,2.18,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,60.0,2.0,47.0,3.12,1.0,134.0
Manhattan,Midtown,Entire home/apt,99.0,2.0,54.0,3.54,1.0,98.0
Manhattan,East Village,Private room,115.0,1.0,37.0,2.55,1.0,128.0
Queens,Ridgewood,Entire home/apt,280.0,2.0,42.0,3.44,2.0,108.0
Manhattan,Midtown,Entire home/apt,169.0,3.0,30.0,2.07,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,47.0,1.0,64.0,4.33,2.0,278.0
Manhattan,Upper West Side,Private room,180.0,2.0,29.0,1.96,1.0,168.0
Manhattan,Hell's Kitchen,Private room,120.0,1.0,75.0,4.93,1.0,134.0
Manhattan,Hell's Kitchen,Entire home/apt,288.0,3.0,36.0,2.93,2.0,109.0
Brooklyn,Williamsburg,Entire home/apt,160.0,5.0,20.0,1.43,1.0,168.0
Brooklyn,Greenpoint,Entire home/apt,180.0,2.0,49.0,3.52,3.0,233.0
Brooklyn,Williamsburg,Entire home/apt,173.0,2.0,51.0,3.55,2.0,127.0
Manhattan,Nolita,Entire home/apt,199.0,2.0,53.0,4.02,1.0,99.0
Manhattan,Harlem,Private room,54.0,2.0,26.0,1.73,2.0,157.0
Queens,Ridgewood,Private room,50.0,2.0,43.0,3.15,3.0,150.0
Manhattan,Upper West Side,Private room,95.0,1.0,50.0,3.3,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,103.0,3.0,42.0,2.91,2.0,139.0
Brooklyn,East Flatbush,Private room,40.0,3.0,39.0,2.64,2.0,263.0
Manhattan,Washington Heights,Private room,55.0,2.0,71.0,4.89,1.0,135.0
Brooklyn,Bedford-Stuyvesant,Private room,49.0,1.0,102.0,3.5,3.0,168.0
Brooklyn,Carroll Gardens,Private room,80.0,2.0,27.0,1.79,1.0,144.0
Manhattan,Hell's Kitchen,Entire home/apt,299.0,2.0,41.0,2.79,2.0,169.0
Manhattan,Hell's Kitchen,Entire home/apt,299.0,2.0,26.0,1.76,2.0,168.0
Manhattan,Harlem,Entire home/apt,175.0,2.0,29.0,1.92,1.0,190.0
Queens,Jamaica,Entire home/apt,180.0,2.0,50.0,3.87,1.0,181.0
Queens,Astoria,Private room,79.0,1.0,73.0,5.03,2.0,171.0
Manhattan,Midtown,Private room,169.0,2.0,60.0,4.0,1.0,148.0
Queens,Ridgewood,Private room,75.0,1.0,59.0,3.99,2.0,162.0
Manhattan,Lower East Side,Private room,89.0,3.0,48.0,3.19,2.0,181.0
Queens,Richmond Hill,Entire home/apt,300.0,1.0,24.0,3.29,1.0,162.0
Manhattan,East Village,Entire home/apt,310.0,2.0,78.0,5.49,1.0,169.0
Manhattan,Washington Heights,Private room,50.0,1.0,43.0,3.01,1.0,168.0
Queens,Rockaway Beach,Entire home/apt,179.0,2.0,34.0,2.37,1.0,205.0
Brooklyn,Bushwick,Entire home/apt,99.0,2.0,51.0,3.45,3.0,168.0
Manhattan,Washington Heights,Entire home/apt,150.0,2.0,29.0,1.96,2.0,127.0
Manhattan,East Harlem,Entire home/apt,195.0,1.0,73.0,5.03,1.0,146.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,112.0,3.0,65.0,4.62,3.0,219.0
Brooklyn,Bushwick,Entire home/apt,99.0,2.0,71.0,4.8,1.0,140.0
Manhattan,Harlem,Entire home/apt,110.0,2.0,29.0,1.97,1.0,200.0
Manhattan,Midtown,Entire home/apt,299.0,3.0,22.0,1.62,1.0,278.0
Brooklyn,South Slope,Entire home/apt,145.0,1.0,90.0,5.97,1.0,212.0
Manhattan,East Village,Entire home/apt,150.0,1.0,108.0,3.5,2.0,201.0
Brooklyn,East Flatbush,Entire home/apt,69.0,2.0,36.0,2.46,1.0,229.0
Brooklyn,Flatlands,Entire home/apt,200.0,1.0,28.0,2.02,1.0,265.0
Manhattan,Upper East Side,Entire home/apt,175.0,2.0,54.0,3.72,1.0,168.0
Manhattan,Harlem,Entire home/apt,165.0,3.0,33.0,2.3,1.0,192.0
Brooklyn,Williamsburg,Private room,89.0,2.0,23.0,2.0,1.0,103.0
Queens,Sunnyside,Private room,80.0,1.0,34.0,2.49,2.0,262.0
Brooklyn,Williamsburg,Entire home/apt,225.0,3.0,25.0,1.8,1.0,157.0
Manhattan,East Harlem,Private room,68.0,2.0,31.0,2.1,1.0,265.0
Manhattan,Hell's Kitchen,Private room,116.0,1.0,95.0,6.42,2.0,280.0
Brooklyn,Williamsburg,Entire home/apt,140.0,2.0,54.0,4.06,1.0,180.0
Brooklyn,Bedford-Stuyvesant,Private room,60.0,3.0,27.0,1.88,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145.0,2.0,73.0,4.95,1.0,219.0
Manhattan,Harlem,Entire home/apt,247.0,2.0,82.0,5.68,2.0,266.0
Brooklyn,Greenpoint,Entire home/apt,295.0,1.0,52.0,3.83,1.0,161.0
Brooklyn,Bedford-Stuyvesant,Private room,80.0,3.0,22.0,1.54,2.0,96.0
Brooklyn,Crown Heights,Private room,70.0,3.0,45.0,3.33,1.0,135.0
Brooklyn,Kensington,Private room,62.0,1.0,95.0,3.5,2.0,261.0
Manhattan,Theater District,Private room,120.0,3.0,25.0,1.72,1.0,168.0
Manhattan,Midtown,Entire home/apt,170.0,6.0,35.0,2.48,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99.0,3.0,44.0,3.11,1.0,135.0
Bronx,Mott Haven,Entire home/apt,125.0,3.0,62.0,4.34,1.0,253.0
Manhattan,Harlem,Private room,75.0,2.0,122.0,3.5,1.0,127.0
Brooklyn,Bushwick,Entire home/apt,240.0,3.0,50.0,3.44,1.0,243.0
Manhattan,Harlem,Private room,80.0,2.0,49.0,3.37,3.0,178.0
Manhattan,Lower East Side,Entire home/apt,150.0,4.0,32.0,2.36,2.0,216.0
Brooklyn,Midwood,Entire home/apt,200.0,2.0,26.0,1.88,2.0,275.0
Brooklyn,Fort Hamilton,Entire home/apt,135.0,5.0,31.0,2.16,1.0,151.0
Manhattan,Harlem,Private room,80.0,2.0,40.0,2.75,3.0,177.0
Manhattan,Upper West Side,Entire home/apt,139.0,6.0,21.0,1.83,1.0,116.0
Brooklyn,Crown Heights,Private room,99.0,2.0,52.0,3.63,1.0,224.0
Queens,Rockaway Beach,Entire home/apt,275.0,2.0,29.0,2.13,1.0,138.0
Staten Island,Tompkinsville,Entire home/apt,199.0,1.0,36.0,2.51,3.0,171.0
Queens,Ridgewood,Private room,45.0,2.0,47.0,3.29,3.0,159.0
Brooklyn,Crown Heights,Private room,62.0,2.0,23.0,1.58,1.0,172.0
Brooklyn,Bushwick,Entire home/apt,160.0,3.0,46.0,3.22,1.0,270.0
Manhattan,East Village,Private room,95.0,1.0,67.0,4.59,3.0,241.0
Manhattan,East Harlem,Private room,69.0,2.0,68.0,4.83,1.0,168.0
Brooklyn,Sunset Park,Entire home/apt,169.0,2.0,48.0,3.42,2.0,171.0
Brooklyn,Williamsburg,Entire home/apt,134.0,1.0,52.0,3.59,1.0,262.0
Manhattan,Harlem,Entire home/apt,140.0,2.0,23.0,1.64,1.0,168.0
Bronx,Clason Point,Shared room,40.0,1.0,26.0,1.82,1.0,141.0
Brooklyn,Canarsie,Entire home/apt,91.0,1.0,28.0,2.01,1.0,172.0
Bronx,Norwood,Entire home/apt,125.0,3.0,20.0,1.4,1.0,281.0
Manhattan,East Village,Entire home/apt,169.0,2.0,41.0,2.83,1.0,126.0
Bronx,Wakefield,Entire home/apt,100.0,2.0,38.0,2.66,1.0,107.0
Brooklyn,Flatbush,Entire home/apt,169.0,2.0,34.0,2.42,2.0,168.0
Brooklyn,Bushwick,Entire home/apt,125.0,2.0,41.0,2.87,1.0,168.0
Manhattan,Harlem,Private room,57.0,1.0,39.0,2.71,1.0,176.0
Manhattan,Greenwich Village,Private room,89.0,3.0,44.0,3.11,1.0,168.0
Manhattan,Upper East Side,Private room,95.0,2.0,35.0,2.58,1.0,180.0
Manhattan,Upper West Side,Entire home/apt,169.0,2.0,66.0,4.59,1.0,164.0
Manhattan,West Village,Entire home/apt,125.0,3.0,38.0,2.79,1.0,100.0
Manhattan,Kips Bay,Entire home/apt,175.0,2.0,29.0,2.14,1.0,168.0
Manhattan,Upper East Side,Entire home/apt,170.0,3.0,29.0,2.06,1.0,173.0
Queens,Ridgewood,Private room,42.0,2.0,39.0,2.71,3.0,141.0
Queens,Sunnyside,Private room,50.0,1.0,74.0,5.15,1.0,168.0
Queens,Forest Hills,Private room,50.0,1.0,72.0,5.19,1.0,228.0
Brooklyn,Bushwick,Private room,49.0,1.0,29.0,2.03,2.0,168.0
Brooklyn,Greenpoint,Entire home/apt,119.0,1.0,63.0,4.51,2.0,168.0
Manhattan,Washington Heights,Entire home/apt,75.0,1.0,81.0,5.73,1.0,171.0
Manhattan,East Village,Entire home/apt,142.0,2.0,50.0,3.69,1.0,278.0
Manhattan,Harlem,Private room,65.0,1.0,28.0,2.0,1.0,163.0
Queens,East Elmhurst,Private room,49.0,1.0,128.0,3.5,2.0,278.0
Brooklyn,Bedford-Stuyvesant,Private room,60.0,1.0,85.0,6.01,2.0,168.0
Queens,Jamaica,Private room,80.0,1.0,68.0,4.81,2.0,153.0
Brooklyn,Williamsburg,Entire home/apt,120.0,1.0,20.0,1.42,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,169.0,1.0,29.0,2.37,3.0,162.0
Manhattan,Chelsea,Private room,175.0,1.0,46.0,3.22,1.0,109.0
Manhattan,Little Italy,Private room,110.0,2.0,34.0,2.65,1.0,160.0
Bronx,Highbridge,Entire home/apt,103.0,2.0,40.0,2.84,1.0,248.0
Queens,East Elmhurst,Entire home/apt,60.0,1.0,59.0,4.18,1.0,150.0
Queens,Ridgewood,Private room,55.0,1.0,20.0,1.44,2.0,107.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99.0,3.0,49.0,3.63,1.0,102.0
Brooklyn,Bedford-Stuyvesant,Private room,95.0,1.0,21.0,1.48,2.0,260.0
Brooklyn,Greenpoint,Entire home/apt,130.0,2.0,34.0,3.34,1.0,129.0
Brooklyn,Crown Heights,Entire home/apt,100.0,1.0,26.0,1.91,1.0,168.0
Queens,Flushing,Private room,50.0,3.0,24.0,1.73,1.0,153.0
Brooklyn,Bushwick,Entire home/apt,200.0,2.0,39.0,3.09,2.0,209.0
Brooklyn,Navy Yard,Private room,140.0,2.0,37.0,2.64,1.0,157.0
Manhattan,Financial District,Entire home/apt,295.0,1.0,54.0,3.95,2.0,117.0
Manhattan,Harlem,Entire home/apt,105.0,2.0,42.0,3.04,1.0,115.0
Manhattan,Harlem,Entire home/apt,160.0,3.0,48.0,3.44,2.0,117.0
Manhattan,Harlem,Entire home/apt,85.0,3.0,49.0,3.51,2.0,119.0
Brooklyn,Carroll Gardens,Entire home/apt,150.0,2.0,37.0,2.93,1.0,100.0
Queens,Ditmars Steinway,Private room,55.0,1.0,36.0,3.11,1.0,179.0
Bronx,Highbridge,Private room,50.0,3.0,23.0,1.64,1.0,188.0
Manhattan,Hell's Kitchen,Entire home/apt,169.0,2.0,60.0,4.28,1.0,224.0
Brooklyn,Crown Heights,Entire home/apt,112.0,2.0,50.0,3.93,1.0,168.0
Brooklyn,Clinton Hill,Private room,97.0,1.0,23.0,1.68,1.0,189.0
Brooklyn,Cypress Hills,Entire home/apt,95.0,1.0,22.0,1.61,3.0,126.0
Brooklyn,Bedford-Stuyvesant,Private room,75.0,4.0,25.0,2.26,1.0,249.0
Brooklyn,Bushwick,Entire home/apt,99.0,3.0,34.0,2.58,2.0,119.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,189.0,3.0,24.0,1.82,1.0,99.0
Brooklyn,Park Slope,Entire home/apt,160.0,2.0,39.0,3.02,1.0,246.0
Brooklyn,Downtown Brooklyn,Private room,130.0,2.0,38.0,2.73,2.0,103.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,96.0,2.0,39.0,2.88,3.0,237.0
Brooklyn,Prospect Heights,Private room,70.0,1.0,42.0,3.01,1.0,163.0
Manhattan,East Village,Entire home/apt,150.0,3.0,59.0,4.41,2.0,207.0
Manhattan,Lower East Side,Private room,100.0,1.0,32.0,2.51,1.0,168.0
Manhattan,Harlem,Private room,100.0,2.0,42.0,3.51,1.0,109.0
Manhattan,Hell's Kitchen,Entire home/apt,200.0,4.0,38.0,2.79,1.0,159.0
Brooklyn,Bushwick,Entire home/apt,130.0,2.0,53.0,3.99,1.0,122.0
Manhattan,Little Italy,Entire home/apt,169.0,3.0,37.0,2.92,1.0,170.0
Manhattan,Upper West Side,Entire home/apt,294.0,4.0,34.0,2.48,1.0,179.0
Brooklyn,East New York,Entire home/apt,79.0,3.0,37.0,2.73,2.0,124.0
Queens,Middle Village,Entire home/apt,86.0,1.0,110.0,3.5,1.0,174.0
Brooklyn,Bedford-Stuyvesant,Private room,45.0,1.0,42.0,3.19,3.0,106.0
Manhattan,Upper East Side,Entire home/apt,180.0,1.0,81.0,6.12,1.0,228.0
Manhattan,Chelsea,Entire home/apt,169.0,2.0,44.0,3.37,1.0,134.0
Brooklyn,Bedford-Stuyvesant,Private room,55.0,3.0,23.0,1.69,1.0,168.0
Queens,Elmhurst,Entire home/apt,85.0,2.0,36.0,2.65,1.0,130.0
Manhattan,Inwood,Private room,149.0,1.0,30.0,2.2,2.0,270.0
Manhattan,Inwood,Entire home/apt,95.0,1.0,31.0,2.28,1.0,168.0
Brooklyn,Prospect Heights,Private room,120.0,1.0,41.0,3.1,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,85.0,1.0,81.0,6.06,2.0,233.0
Brooklyn,Kensington,Private room,62.0,1.0,107.0,3.5,2.0,263.0
Brooklyn,East New York,Entire home/apt,100.0,1.0,51.0,3.81,1.0,107.0
Brooklyn,Borough Park,Private room,60.0,1.0,20.0,1.52,2.0,177.0
Manhattan,East Harlem,Private room,50.0,1.0,31.0,2.26,1.0,168.0
Bronx,Pelham Gardens,Entire home/apt,86.0,2.0,41.0,3.18,1.0,111.0
Manhattan,Inwood,Private room,149.0,1.0,31.0,2.31,1.0,270.0
Brooklyn,Bedford-Stuyvesant,Private room,80.0,2.0,28.0,2.09,2.0,160.0
Brooklyn,Williamsburg,Entire home/apt,250.0,2.0,24.0,1.83,1.0,168.0
Brooklyn,Williamsburg,Private room,65.0,5.0,67.0,5.01,2.0,124.0
Manhattan,Upper East Side,Entire home/apt,169.0,4.0,58.0,4.26,1.0,158.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,108.0,1.0,35.0,2.77,2.0,158.0
Bronx,Pelham Gardens,Entire home/apt,80.0,2.0,70.0,5.34,1.0,142.0
Manhattan,Harlem,Private room,50.0,2.0,20.0,1.74,2.0,157.0
Queens,Sunnyside,Private room,65.0,2.0,22.0,1.63,1.0,131.0
Brooklyn,Bushwick,Private room,150.0,2.0,20.0,1.52,1.0,168.0
Manhattan,Chelsea,Private room,68.0,4.0,33.0,2.56,1.0,168.0
Queens,Corona,Private room,60.0,1.0,63.0,5.12,3.0,155.0
Brooklyn,Sunset Park,Private room,41.0,2.0,54.0,4.14,1.0,168.0
Manhattan,Upper East Side,Entire home/apt,169.0,3.0,50.0,3.85,1.0,106.0
Brooklyn,Red Hook,Entire home/apt,117.0,1.0,48.0,3.51,1.0,108.0
Brooklyn,Bedford-Stuyvesant,Shared room,30.0,1.0,21.0,1.6,2.0,168.0
Manhattan,Chelsea,Entire home/apt,200.0,2.0,71.0,5.23,1.0,230.0
Brooklyn,Gowanus,Entire home/apt,200.0,2.0,41.0,3.3,1.0,246.0
Manhattan,Little Italy,Private room,70.0,3.0,26.0,1.99,3.0,147.0
Queens,East Elmhurst,Private room,80.0,1.0,86.0,6.35,1.0,147.0
Manhattan,Chelsea,Private room,99.0,1.0,95.0,3.5,2.0,168.0
Manhattan,Hell's Kitchen,Private room,125.0,2.0,24.0,1.9,1.0,168.0
Manhattan,Washington Heights,Entire home/apt,120.0,1.0,57.0,4.25,2.0,154.0
Brooklyn,Crown Heights,Entire home/apt,125.0,1.0,59.0,4.38,1.0,98.0
Queens,Rego Park,Private room,70.0,2.0,26.0,1.96,1.0,180.0
Manhattan,Hell's Kitchen,Entire home/apt,169.0,3.0,41.0,3.17,1.0,126.0
Manhattan,Hell's Kitchen,Shared room,69.0,1.0,52.0,3.86,2.0,205.0
Manhattan,Hell's Kitchen,Shared room,99.0,1.0,42.0,3.12,2.0,181.0
Manhattan,Hell's Kitchen,Shared room,65.0,1.0,44.0,3.27,2.0,199.0
Manhattan,Hell's Kitchen,Shared room,65.0,1.0,63.0,4.68,2.0,196.0
Manhattan,Upper West Side,Entire home/apt,149.0,1.0,62.0,4.77,1.0,224.0
Staten Island,Graniteville,Entire home/apt,115.0,1.0,36.0,2.67,1.0,263.0
Brooklyn,Canarsie,Entire home/apt,100.0,1.0,95.0,3.5,1.0,124.0
Brooklyn,Bedford-Stuyvesant,Private room,90.0,1.0,39.0,2.98,2.0,168.0
Manhattan,Upper West Side,Private room,182.0,1.0,38.0,2.95,2.0,131.0
Manhattan,Midtown,Private room,150.0,2.0,79.0,3.5,1.0,120.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,215.0,2.0,49.0,3.95,2.0,218.0
Manhattan,Upper East Side,Entire home/apt,149.0,3.0,25.0,2.01,1.0,168.0
Brooklyn,Flatlands,Entire home/apt,125.0,2.0,64.0,4.92,1.0,194.0
Brooklyn,Crown Heights,Entire home/apt,159.0,1.0,52.0,4.07,2.0,110.0
Manhattan,Kips Bay,Entire home/apt,185.0,1.0,23.0,1.87,1.0,133.0
Manhattan,East Village,Entire home/apt,169.0,2.0,32.0,3.06,1.0,139.0
Bronx,Morrisania,Entire home/apt,150.0,1.0,26.0,3.15,1.0,175.0
Manhattan,Murray Hill,Private room,125.0,1.0,21.0,1.63,1.0,168.0
Queens,Astoria,Entire home/apt,90.0,3.0,37.0,3.22,1.0,127.0
Manhattan,Hell's Kitchen,Shared room,69.0,1.0,81.0,6.09,2.0,192.0
Manhattan,Hell's Kitchen,Shared room,65.0,1.0,55.0,4.19,2.0,204.0
Queens,Astoria,Private room,60.0,2.0,35.0,2.67,1.0,204.0
Manhattan,Upper West Side,Private room,98.0,2.0,48.0,3.95,2.0,238.0
Queens,Queens Village,Entire home/apt,80.0,2.0,43.0,3.27,1.0,189.0
Manhattan,Upper West Side,Private room,98.0,2.0,51.0,4.23,2.0,219.0
Queens,Briarwood,Private room,60.0,1.0,46.0,3.68,3.0,108.0
Manhattan,Upper West Side,Private room,97.0,2.0,55.0,4.52,2.0,246.0
Manhattan,Upper West Side,Private room,98.0,2.0,52.0,4.25,2.0,242.0
Queens,Rockaway Beach,Entire home/apt,99.0,4.0,21.0,1.66,1.0,133.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140.0,5.0,27.0,2.12,1.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Private room,48.0,1.0,131.0,3.5,2.0,168.0
Queens,Jamaica,Private room,65.0,1.0,74.0,6.05,1.0,211.0
Brooklyn,Crown Heights,Entire home/apt,149.0,1.0,39.0,3.01,2.0,150.0
Brooklyn,Park Slope,Entire home/apt,305.0,2.0,67.0,5.19,1.0,101.0
Brooklyn,East Flatbush,Entire home/apt,140.0,2.0,64.0,4.96,1.0,220.0
Brooklyn,Carroll Gardens,Private room,100.0,2.0,35.0,2.75,1.0,168.0
Brooklyn,Canarsie,Private room,25.0,2.0,36.0,2.76,1.0,144.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165.0,1.0,42.0,3.16,1.0,133.0
Brooklyn,Bedford-Stuyvesant,Private room,49.0,1.0,42.0,3.37,1.0,221.0
Manhattan,Midtown,Entire home/apt,186.0,3.0,45.0,3.8,1.0,219.0
Brooklyn,Bushwick,Private room,50.0,2.0,32.0,2.78,3.0,114.0
Manhattan,Harlem,Private room,80.0,2.0,21.0,1.66,2.0,136.0
Brooklyn,Crown Heights,Entire home/apt,250.0,2.0,20.0,1.58,1.0,168.0
Brooklyn,Brooklyn Heights,Private room,75.0,2.0,53.0,4.12,1.0,168.0
Brooklyn,Borough Park,Private room,49.0,2.0,77.0,5.83,1.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,169.0,3.0,26.0,2.5,1.0,168.0
Queens,Rego Park,Private room,38.0,2.0,43.0,3.32,1.0,168.0
Bronx,Claremont Village,Private room,35.0,1.0,49.0,3.84,1.0,168.0
Queens,Ozone Park,Entire home/apt,60.0,1.0,32.0,2.64,2.0,155.0
Queens,Jamaica,Private room,85.0,1.0,23.0,1.75,2.0,114.0
Queens,Jamaica,Private room,80.0,1.0,47.0,3.56,2.0,125.0
Manhattan,East Village,Entire home/apt,160.0,5.0,25.0,1.94,1.0,168.0
Manhattan,Hell's Kitchen,Shared room,69.0,1.0,24.0,1.84,3.0,208.0
Brooklyn,Bushwick,Private room,50.0,3.0,22.0,1.76,2.0,168.0
Manhattan,East Harlem,Private room,70.0,2.0,25.0,2.67,1.0,101.0
Brooklyn,Sunset Park,Entire home/apt,90.0,2.0,31.0,2.49,2.0,126.0
Manhattan,Morningside Heights,Private room,75.0,2.0,22.0,1.88,1.0,168.0
Bronx,Mott Haven,Entire home/apt,115.0,2.0,36.0,3.12,1.0,114.0
Manhattan,SoHo,Private room,129.0,1.0,38.0,2.98,2.0,151.0
Manhattan,SoHo,Private room,119.0,1.0,35.0,2.75,2.0,156.0
Manhattan,SoHo,Private room,119.0,1.0,42.0,3.32,2.0,120.0
Manhattan,Harlem,Private room,65.0,4.0,29.0,2.29,1.0,98.0
Manhattan,Morningside Heights,Private room,70.0,1.0,67.0,5.19,2.0,168.0
Manhattan,Upper East Side,Entire home/apt,195.0,1.0,48.0,3.71,1.0,168.0
Manhattan,Harlem,Private room,85.0,3.0,30.0,2.48,2.0,145.0
Manhattan,Harlem,Private room,109.0,3.0,35.0,2.82,2.0,168.0
Queens,Kew Gardens Hills,Entire home/apt,95.0,1.0,51.0,3.94,1.0,136.0
Brooklyn,Crown Heights,Entire home/apt,190.0,3.0,26.0,2.07,1.0,251.0
Manhattan,Upper East Side,Entire home/apt,120.0,2.0,28.0,2.22,1.0,168.0
Brooklyn,Williamsburg,Entire home/apt,190.0,1.0,95.0,3.5,1.0,168.0
Manhattan,Washington Heights,Private room,50.0,2.0,43.0,3.42,1.0,134.0
Manhattan,Inwood,Entire home/apt,95.0,3.0,22.0,2.06,1.0,251.0
Brooklyn,Canarsie,Entire home/apt,100.0,2.0,56.0,4.47,1.0,133.0
Manhattan,Hell's Kitchen,Private room,99.0,2.0,52.0,4.08,1.0,192.0
Brooklyn,Williamsburg,Private room,60.0,1.0,36.0,2.79,1.0,168.0
Manhattan,West Village,Private room,209.0,1.0,40.0,3.09,2.0,247.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,1.0,95.0,3.5,3.0,243.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,1.0,109.0,3.5,3.0,241.0
